Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Shirt,Tabard
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritual Commander's Ring,Ritual Bone Band,Blood-Spattered Scale,Bargast's Leash,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,139772106,,Guild Tabard
Wrathbark Greathelm,Muckformed Chain Choker,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fallen Templar's Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,131433546,,
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Shadowghast Sabatons,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Hyperlight Band,Signet of the False Accuser,Anima Field Emitter,Sinful Gladiator's Badge of Ferocity,Cowled Batwing Cloak,Axe of the Deadgrove,Builwark of the Stone Legion,193522370,,
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Muckwallow Stompers,Reality-Shatter Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Gluttonous Spike,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,198500373,Precious' Ribbon,Tabard of the Lightbringer
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Guilewind Stone Talons,Hyperlight Band,Death God's Signet,Anima Field Emitter,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Sophisticated Bonecracker,Sinful Gladiator's Guard,158970334,,
Shadowghast Helm,Sin Stained Pendant,Selfless Collector's Spaulders,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Muckwallow Stompers,Shoulderblade Vambraces,Hardened Castle Crushers,Death God's Signet,Ritual Bone Band,Viscera of Coalesced Hatred,Blood-Spattered Scale,Drape of Twisted Loyalties,Plague-Etched Hacker,Acidslough Bulwark,143623391,,Darkspear Tabard
Sapsteel Warhelm,Quick Oxxein Necklace,Tabone's Branded Pauldrons,Tharatos' Charred Chestplate,Selfless Collector's Girdle,Sinful Gladiator's Plate Legguards,Baetheas' Ironclad Warboots,Shadowghast Armguards,Guilewind Stone Talons,Sinful Gladiator's Ring,Ardent Sunstar Signet,Sinful Aspirant's Medallion,Sinful Aspirant's Badge of Ferocity,Decadent Nathrian Shawl,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,168097849,,Thunder Bluff Tabard
Darkfrost Helmet,Sinful Gladiator's Necklace,Epaulettes of Overwhelming Force,Abdominal Securing Chestguard,Sinful Gladiator's Plate Greatbelt,Shadowghast Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Guilewind Stone Talons,Ritualist's Treasured Ring,Twisted Witherroot Band,Bladedancer's Armor Kit,Blood-Spattered Scale,Decadent Nathrian Shawl,Sophisticated Bonecracker,Builwark of the Stone Legion,173241214,,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Tharatos' Charred Chestplate,Stormtempered Girdle,Clockwork Legplates,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Signet of the False Accuser,Punishing Loop,Bladedancer's Armor Kit,Splintered Heart of Al'ar,Decadent Nathrian Shawl,Sophisticated Bonecracker,Acidslough Bulwark,157925134,,
Shadowghast Helm,Quick Oxxein Necklace,Vile Butcher's Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Muckwallow Stompers,Shadowsteel Armguards,Desm's Fistos,Signet of the False Accuser,Death God's Signet,Anima Field Emitter,Darkmoon Deck: Indomitable,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,153955947,Precious' Ribbon,Tabard of the Lightbringer
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Bone Band,Death God's Signet,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Sinsmasher,Encrusted Canopic Lid,142251894,,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Crest of the Legionnaire General,Axe of the Deadgrove,Acidslough Bulwark,147395689,,
Darkfrost Helmet,Azure-Venom Choker,Pauldrons of Unleashed Pride,Breastplate of Cautious Calculation,Shadowghast Waistguard,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Slimy Consumptive Organ,Sinful Aspirant's Insignia of Alacrity,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,59088983,,
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Slimy Consumptive Organ,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,134733100,,Tabard of the Ascended
Darkfrost Helmet,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Handguards,Death God's Signet,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sophisticated Bonecracker,Stonewrought Gargoyles Barrier,157472178,,Tabard of the Scarlet Crusade
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Reality-Shatter Vambraces,Fogweaver Gauntlets,Ritual Bone Band,Sinful Gladiator's Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Dealer Xy'exa's Cape,Axe of the Deadgrove,Sinful Gladiator's Guard,163914430,,
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestplate,Binding of Warped Desires,Halkias's Towering Pillars,Sinful Aspirant's Plate Warboots,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Sanguine Vintage,Sinful Gladiator's Drape,Engorged Worm Smasher,Encrusted Canopic Lid,152819216,,Tabard of Ramkahen
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Hyperlight Band,Ritual Bone Band,Viscera of Coalesced Hatred,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,176748358,,
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Tharatos' Charred Chestplate,Binding of Warped Desires,Galvanized Oxxein Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Fallen Templar's Gauntlets,Ritual Commander's Ring,Ring of Perpetual Conflict,Blood-Spattered Scale,Slimy Consumptive Organ,Drape of Twisted Loyalties,Axe of the Deadgrove,Barricade of the Endless Empire,174358722,,
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Bloodoath Signet,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,119177477,,
Shadowghast Helm,Trailspinner Pendant,Vile Butcher's Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Fleshfused Crushers,Entwined Gorger Tendril,Signet of the False Accuser,Instructor's Divine Bell,Macabre Sheet Music,Dealer Xy'exa's Cape,Sinsmasher,Sinful Gladiator's Guard,97342877,,Orgrimmar Tabard
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Commander's Ring,Gluttonous Spike,Splintered Heart of Al'ar,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,96929233,Precious' Ribbon,Renowned Guild Tabard
Wrathbark Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Ceremonial Parade Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Death God's Signet,Band of the Risen Bonelord,Phial of Putrefaction,Blood-Spattered Scale,Mantle of Manifest Sins,Axe of the Deadgrove,Barricade of the Endless Empire,173864198,,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Gormshell Greaves,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Arachnid Cipher Ring,Death God's Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Cowled Batwing Cloak,Sinsmasher,Encrusted Canopic Lid,164912695,,Tabard of the Lightbringer
Wrathbark Greathelm,Sin Stained Pendant,Sinful Aspirant's Plate Shoulders,Breastplate of Otherworldly Influence,Stonebark Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Hardened Castle Crushers,Signet of the False Accuser,Sinful Aspirant's Ring,Viscera of Coalesced Hatred,Blood-Spattered Scale,Mantle of Manifest Sins,Sophisticated Bonecracker,Elysian Sentinel's Aegis,131736736,,
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Breastplate of Brutal Dissonance,Binding of Warped Desires,Galvanized Oxxein Legguards,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fallen Templar's Gauntlets,Band of the Risen Bonelord,Hyperlight Band,Blood-Spattered Scale,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Gorestained Cleaver,Sinful Gladiator's Guard,176648432,,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Guilewind Stone Talons,Ritual Bone Band,Signet of the False Accuser,Sinful Aspirant's Medallion,Sinful Gladiator's Insignia of Alacrity,Mantle of Manifest Sins,Sinsmasher,Elysian Sentinel's Aegis,192660589,,Stormwind Tabard
Wrathbark Greathelm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Bloodoath Signet,Signet of the False Accuser,Decanter of Anima-Charged Winds,Anima Field Emitter,Mantle of Manifest Sins,Sinsmasher,Encrusted Canopic Lid,165742562,Red Linen Shirt,Illustrious Guild Tabard
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Abdominal Securing Chestguard,Stonebark Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Guilewind Stone Talons,Death God's Signet,Signet of the False Accuser,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Encrusted Canopic Lid,167446954,Initiate's Shirt,Stormwind Tabard
Diadem of Imperious Desire,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Greatbelt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Hyperlight Band,Sinful Gladiator's Signet,Decanter of Anima-Charged Winds,Splintered Heart of Al'ar,Grim-Veiled Cape,Sinful Gladiator's Xiphos,Barricade of the Endless Empire,88722414,,
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Selfless Collector's Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Sinful Aspirant's Insignia of Alacrity,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,208640707,,Tabard of the Dark Iron
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestplate,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Pulsating Stoneheart,Drape of Twisted Loyalties,Gorestained Cleaver,Sinful Gladiator's Guard,116020951,,
Plague Handler's Greathelm,Charm of Eternal Winter,Prankster's Pauldrons,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Hellhound Cuffs,Hardened Castle Crushers,Hyperlight Band,Ritual Bone Band,Gluttonous Spike,Blood-Spattered Scale,Cowled Batwing Cloak,Sinful Gladiator's Hacker,Encrusted Canopic Lid,151498094,,Tabard of the 7th Legion
Wing Commander's Helmet,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Death God's Signet,Hyperlight Band,Bladedancer's Armor Kit,Sanguine Vintage,Cowled Batwing Cloak,Meditation's Muse,Elysian Sentinel's Aegis,142577959,,
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Binding of Warped Desires,Legplates of Unholy Frenzy,Muckwallow Stompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Hyperlight Band,Death God's Signet,Macabre Sheet Music,Viscera of Coalesced Hatred,Drape of Twisted Loyalties,Supercollider,Acidslough Bulwark,79577631,Tailored Officer's Shirt,Tabard of the Explorer
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fleshfused Crushers,Signet of the False Accuser,Death God's Signet,Anima Field Emitter,Gluttonous Spike,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,92079689,Desecrated Seaweed Shirt,
Shadowghast Helm,Sin Stained Pendant,Vile Butcher's Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Hyperlight Band,Band of the Risen Bonelord,Inscrutable Quantum Device,Darkmoon Deck: Voracity,Drape of Twisted Loyalties,Xandria's Kopis of Courage,Acidslough Bulwark,152244701,Fashionable Undershirt,
Wrathbark Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Shadowghast Sabatons,Vambraces of the Depraved Warden,Fleshfused Crushers,Ring of Perpetual Conflict,Bloodoath Signet,Cabalist's Hymnal,Slimy Consumptive Organ,Cowled Batwing Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,237524522,,
Shadowghast Helm,Sin Stained Pendant,Selfless Collector's Spaulders,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Bloodoath Signet,Inscrutable Quantum Device,Anima Field Emitter,Mantle of Manifest Sins,Engorged Worm Smasher,Acidslough Bulwark,167195336,,Renowned Guild Tabard
Darkfrost Helmet,Azure-Venom Choker,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Baetheas' Ironclad Warboots,Vambraces of the Depraved Warden,Guilewind Stone Talons,Band of the Risen Bonelord,Shadowghast Ring,Slimy Consumptive Organ,Bargast's Leash,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,144112844,,Tabard of the Lightbringer
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Hyperlight Band,Arachnid Cipher Ring,Viscera of Coalesced Hatred,Anima Field Emitter,Blighted Margrave's Cloak,Gorestained Cleaver,Barricade of the Endless Empire,172062973,,Stormwind Tabard
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestplate,Girdle of the Soulflayer,Sinful Gladiator's Plate Wargreaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Sinful Gladiator's Plate Handguards,Death God's Signet,Ritual Bone Band,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Sinful Gladiator's Guard,82204641,,
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Shadowghast Armguards,Conqueror's Aegis Handguards,Bloodoath Signet,Fleshfused Circle,Decanter of Anima-Charged Winds,Viscera of Coalesced Hatred,Drape of Twisted Loyalties,Supercollider,Barricade of the Endless Empire,171383679,Common White Shirt,Bilgewater Cartel Tabard
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Ritual Bone Band,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,138230590,Fashionable Undershirt,
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Entwined Gorger Tendril,Darkmoon Deck: Indomitable,Slimy Consumptive Organ,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,201744910,Common White Shirt,
Wing Commander's Helmet,Sinful Gladiator's Necklace,Epaulettes of Overwhelming Force,Sinful Gladiator's Plate Chestguard,Binding of Warped Desires,Shadowghast Greaves,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Arachnid Cipher Ring,Ritualist's Treasured Ring,Sinful Aspirant's Badge of Ferocity,Viscera of Coalesced Hatred,Dealer Xy'exa's Cape,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,189193162,Red Swashbuckler's Shirt,Argent Crusader's Tabard
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ritualist's Treasured Ring,Ardent Sunstar Signet,Anima Field Emitter,Viscera of Coalesced Hatred,Decadent Nathrian Shawl,Engorged Worm Smasher,Barricade of the Endless Empire,116613516,,
